reference_date,location,horizon,model,target_end_date,truth,point,wis,mae,persistence_mae
2023-10-14,06,1,ensemble,2023-10-21,51.0,54.613863970398405,8.699383562623717,3.6138639703984055,6.0
2023-10-14,06,1,baseline,2023-10-21,51.0,47.0,23.438678793570556,4.0,6.0
2023-10-14,06,2,ensemble,2023-10-28,76.0,61.0,12.567101667368886,15.0,31.0
2023-10-14,06,2,baseline,2023-10-28,76.0,47.0,33.347971664825415,29.0,31.0
2023-10-14,06,3,ensemble,2023-11-04,97.0,66.0,18.55936268890504,31.0,52.0
2023-10-14,06,3,baseline,2023-11-04,97.0,47.0,43.64001399557471,50.0,52.0
2023-10-14,08,1,ensemble,2023-10-21,16.0,14.915831686854364,2.8553687174206286,1.0841683131456357,6.0
2023-10-14,08,1,baseline,2023-10-21,16.0,12.0,5.84706204244651,4.0,6.0
2023-10-14,08,2,ensemble,2023-10-28,19.0,14.856723991993242,4.559994547149501,4.143276008006758,9.0
2023-10-14,08,2,baseline,2023-10-28,19.0,12.0,7.268600344046922,7.0,9.0
2023-10-14,08,3,ensemble,2023-11-04,31.0,16.280928800940515,7.268296714923302,14.719071199059485,21.0
2023-10-14,08,3,baseline,2023-11-04,31.0,12.0,10.550686972826247,19.0,21.0
2023-10-14,09,1,ensemble,2023-10-21,1.0,12.25,7.006025079338195,11.25,3.0
2023-10-14,09,1,baseline,2023-10-21,1.0,8.0,4.98141297480366,7.0,3.0
2023-10-14,09,2,ensemble,2023-10-28,7.0,11.92,4.106459477830287,4.92,3.0
2023-10-14,09,2,baseline,2023-10-28,7.0,8.0,4.8105811511375975,1.0,3.0
2023-10-14,09,3,ensemble,2023-11-04,12.0,12.03,5.122176170882035,0.02999999999999936,8.0
2023-10-14,09,3,baseline,2023-11-04,12.0,8.0,5.903668731687319,4.0,8.0
2023-10-14,10,1,ensemble,2023-10-21,1.0,1.0,0.692163982138348,0.0,1.0
2023-10-14,10,1,baseline,2023-10-21,1.0,0.0,1.0227532189017545,1.0,1.0
2023-10-14,10,2,ensemble,2023-10-28,1.0,1.0,0.5674307486263338,0.0,1.0
2023-10-14,10,2,baseline,2023-10-28,1.0,0.0,1.2976191700177875,1.0,1.0
2023-10-14,10,3,ensemble,2023-11-04,1.0,1.0,0.5153488243093725,0.0,1.0
2023-10-14,10,3,baseline,2023-11-04,1.0,0.0,1.55785755914081,1.0,1.0
2023-10-14,11,1,ensemble,2023-10-21,4.0,1.74705557703972,1.1189765516011936,2.25294442296028,2.0
2023-10-14,11,1,baseline,2023-10-21,4.0,0.0,1.879562335927707,4.0,2.0
2023-10-14,11,2,ensemble,2023-10-28,1.0,2.760674427747728,0.7764147798321679,1.7606744277477282,1.0
2023-10-14,11,2,baseline,2023-10-28,1.0,0.0,0.8712255885167545,1.0,1.0
2023-10-14,11,3,ensemble,2023-11-04,0.0,1.305,0.8932706474754176,1.305,2.0
2023-10-14,11,3,baseline,2023-11-04,0.0,0.0,0.9830796974926276,0.0,2.0
2023-10-14,12,1,ensemble,2023-10-21,292.0,190.5,55.145882188273056,101.5,62.0
2023-10-14,12,1,baseline,2023-10-21,292.0,177.0,63.28402308940481,115.0,62.0
2023-10-14,12,2,ensemble,2023-10-28,313.0,191.5,65.01609689152114,121.5,83.0
2023-10-14,12,2,baseline,2023-10-28,313.0,177.0,73.49494493105801,136.0,83.0
2023-10-14,12,3,ensemble,2023-11-04,444.0,192.5,152.66049505394437,251.5,214.0
2023-10-14,12,3,baseline,2023-11-04,444.0,177.0,159.0726277930387,267.0,214.0
2023-10-14,13,1,ensemble,2023-10-21,31.0,37.74237106897106,5.217959234143181,6.74237106897106,4.0
2023-10-14,13,1,baseline,2023-10-21,31.0,35.0,5.996697312407912,4.0,4.0
2023-10-14,13,2,ensemble,2023-10-28,40.0,38.0,4.843795648642894,2.0,5.0
2023-10-14,13,2,baseline,2023-10-28,40.0,35.0,7.087513657919187,5.0,5.0
2023-10-14,13,3,ensemble,2023-11-04,60.0,36.18285019060315,10.622626564341003,23.817149809396852,25.0
2023-10-14,13,3,baseline,2023-11-04,60.0,35.0,13.288343749567952,25.0,25.0
2023-10-14,15,1,ensemble,2023-10-21,13.0,8.912934719819873,2.036279510957652,4.087065280180127,3.0
2023-10-14,15,1,baseline,2023-10-21,13.0,10.0,1.7947050700507001,3.0,3.0
2023-10-14,15,2,ensemble,2023-10-28,13.0,9.999999999999998,1.9510198020457097,3.0000000000000018,3.0
2023-10-14,15,2,baseline,2023-10-28,13.0,10.0,1.8594378457480223,3.0,3.0
2023-10-14,15,3,ensemble,2023-11-04,14.0,10.2,2.3467730067068318,3.8000000000000007,4.0
2023-10-14,15,3,baseline,2023-11-04,14.0,10.0,2.3370968415336337,4.0,4.0
2023-10-14,16,1,ensemble,2023-10-21,2.0,3.26,1.363429732020417,1.2599999999999998,2.0
2023-10-14,16,1,baseline,2023-10-21,2.0,2.0,2.1602667366021464,0.0,2.0
2023-10-14,16,2,ensemble,2023-10-28,4.0,3.5,1.2073930318116408,0.5,0.0
2023-10-14,16,2,baseline,2023-10-28,4.0,2.0,2.9189862014707124,2.0,0.0
2023-10-14,16,3,ensemble,2023-11-04,5.0,3.6,1.5889989041342714,1.4,1.0
2023-10-14,16,3,baseline,2023-11-04,5.0,2.0,3.6811374119176,3.0,1.0
2023-10-14,17,1,ensemble,2023-10-21,27.0,24.0,4.403820912803047,3.0,6.0
2023-10-14,17,1,baseline,2023-10-21,27.0,17.0,10.329398369570656,10.0,6.0
2023-10-14,17,2,ensemble,2023-10-28,21.0,26.96,5.868796077691652,5.960000000000001,0.0
2023-10-14,17,2,baseline,2023-10-28,21.0,17.0,11.777612466515972,4.0,0.0
2023-10-14,17,3,ensemble,2023-11-04,34.0,30.1,6.747082986884693,3.8999999999999986,13.0
2023-10-14,17,3,baseline,2023-11-04,34.0,17.0,15.97323869603913,17.0,13.0
2023-10-14,18,1,ensemble,2023-10-21,25.0,17.0,4.905622448249571,8.0,17.0
2023-10-14,18,1,baseline,2023-10-21,25.0,13.0,8.549942070551143,12.0,17.0
2023-10-14,18,2,ensemble,2023-10-28,33.0,19.58673633098604,7.597303032596989,13.413263669013961,25.0
2023-10-14,18,2,baseline,2023-10-28,33.0,13.0,12.154236424777292,20.0,25.0
2023-10-14,18,3,ensemble,2023-11-04,39.0,24.0,9.080082112637085,15.0,31.0
2023-10-14,18,3,baseline,2023-11-04,39.0,13.0,14.962485957490017,26.0,31.0
2023-10-14,19,1,ensemble,2023-10-21,4.0,4.39,1.2462741521214276,0.3899999999999997,1.0
2023-10-14,19,1,baseline,2023-10-21,4.0,4.0,2.5540804630872413,0.0,1.0
2023-10-14,19,2,ensemble,2023-10-28,4.0,6.999999999999999,1.864662734548882,2.999999999999999,1.0
2023-10-14,19,2,baseline,2023-10-28,4.0,4.0,3.1140151903040825,0.0,1.0
2023-10-14,19,3,ensemble,2023-11-04,10.0,7.496832337915634,2.6412952711128983,2.5031676620843664,7.0
2023-10-14,19,3,baseline,2023-11-04,10.0,4.0,4.664227769712476,6.0,7.0
2023-10-14,20,1,ensemble,2023-10-21,7.0,7.782,1.423005462650541,0.782,8.0
2023-10-14,20,1,baseline,2023-10-21,7.0,5.0,2.827212494255378,2.0,8.0
2023-10-14,20,2,ensemble,2023-10-28,5.0,8.84046,2.059386209845598,3.84046,10.0
2023-10-14,20,2,baseline,2023-10-28,5.0,5.0,3.352092046398727,0.0,10.0
2023-10-14,20,3,ensemble,2023-11-04,6.0,9.393264932334422,2.2075619040827634,3.3932649323344215,9.0
2023-10-14,20,3,baseline,2023-11-04,6.0,5.0,3.973099989521638,1.0,9.0
2023-10-14,21,1,ensemble,2023-10-21,20.0,17.4,3.697613676052572,2.6000000000000014,8.0
2023-10-14,21,1,baseline,2023-10-21,20.0,14.0,7.474514210163839,6.0,8.0
2023-10-14,21,2,ensemble,2023-10-28,23.0,16.0,4.667474770552911,7.0,11.0
2023-10-14,21,2,baseline,2023-10-28,23.0,14.0,9.74951060756259,9.0,11.0
2023-10-14,21,3,ensemble,2023-11-04,21.0,17.0,5.717670897281527,4.0,9.0
2023-10-14,21,3,baseline,2023-11-04,21.0,14.0,11.124530122518616,7.0,9.0
2023-10-14,22,1,ensemble,2023-10-21,31.0,19.623122639656067,6.844467371460405,11.376877360343933,12.0
2023-10-14,22,1,baseline,2023-10-21,31.0,16.0,8.076988074750313,15.0,12.0
2023-10-14,22,2,ensemble,2023-10-28,46.0,19.0,17.092628618240852,27.0,27.0
2023-10-14,22,2,baseline,2023-10-28,46.0,16.0,15.987862679887673,30.0,27.0
2023-10-14,22,3,ensemble,2023-11-04,40.0,19.7,10.509981983846586,20.3,21.0
2023-10-14,22,3,baseline,2023-11-04,40.0,16.0,12.42683302180847,24.0,21.0
2023-10-14,23,1,ensemble,2023-10-21,2.0,1.9999999999999991,0.7091795759588969,8.881784197001252e-16,3.0
2023-10-14,23,1,baseline,2023-10-21,2.0,8.500084999196744e-05,1.7735612215469978,1.999914999150008,3.0
2023-10-14,23,2,ensemble,2023-10-28,4.0,2.0562141346931453,1.037163560502373,1.9437858653068547,1.0
2023-10-14,23,2,baseline,2023-10-28,4.0,0.0,2.5665139247914213,4.0,1.0
2023-10-14,23,3,ensemble,2023-11-04,1.0,1.958747864065608,1.0633156099349355,0.958747864065608,4.0
2023-10-14,23,3,baseline,2023-11-04,1.0,0.0,2.4654494703425294,1.0,4.0
2023-10-14,24,1,ensemble,2023-10-21,9.0,4.993874127599956,2.1135414034556192,4.006125872400044,6.0
2023-10-14,24,1,baseline,2023-10-21,9.0,4.0,4.144908890436727,5.0,6.0
2023-10-14,24,2,ensemble,2023-10-28,10.0,5.668641758630044,2.473289138431467,4.331358241369956,7.0
2023-10-14,24,2,baseline,2023-10-28,10.0,4.0,5.0151569490477526,6.0,7.0
2023-10-14,24,3,ensemble,2023-11-04,15.0,5.545,4.5273291703243,9.455,12.0
2023-10-14,24,3,baseline,2023-11-04,15.0,4.0,6.72147845806719,11.0,12.0
2023-10-14,25,1,ensemble,2023-10-21,14.0,20.082862756176063,4.281499204087437,6.082862756176063,0.0
2023-10-14,25,1,baseline,2023-10-21,14.0,16.0,7.294339726875535,2.0,0.0
2023-10-14,25,2,ensemble,2023-10-28,28.0,22.92544233789864,5.588713807575097,5.074557662101359,14.0
2023-10-14,25,2,baseline,2023-10-28,28.0,16.0,10.665753497382799,12.0,14.0
2023-10-14,25,3,ensemble,2023-11-04,30.0,26.3681508410682,7.446076838439577,3.6318491589318,16.0
2023-10-14,25,3,baseline,2023-11-04,30.0,16.0,12.583639799006699,14.0,16.0
2023-10-14,26,1,ensemble,2023-10-21,21.0,15.75,4.149054970423217,5.25,4.0
2023-10-14,26,1,baseline,2023-10-21,21.0,12.0,9.36331675545017,9.0,4.0
2023-10-14,26,2,ensemble,2023-10-28,12.0,18.75,6.049694141518245,6.75,5.0
2023-10-14,26,2,baseline,2023-10-28,12.0,12.0,10.674745261626537,0.0,5.0
2023-10-14,26,3,ensemble,2023-11-04,34.0,18.45,8.828595969719103,15.55,17.0
2023-10-14,26,3,baseline,2023-11-04,34.0,12.0,16.136304856374654,22.0,17.0
2023-10-14,27,1,ensemble,2023-10-21,4.0,3.944894933037213,1.117527642064462,0.05510506696278705,1.0
2023-10-14,27,1,baseline,2023-10-21,4.0,2.0,3.2507318464489017,2.0,1.0
2023-10-14,27,2,ensemble,2023-10-28,4.0,4.264520804901699,1.432958068933809,0.26452080490169916,1.0
2023-10-14,27,2,baseline,2023-10-28,4.0,2.0,4.1030077298816465,2.0,1.0
2023-10-14,27,3,ensemble,2023-11-04,9.0,4.41853315222093,2.6122242865194223,4.58146684777907,6.0
2023-10-14,27,3,baseline,2023-11-04,9.0,2.0,5.7334926660136185,7.0,6.0
2023-10-14,28,1,ensemble,2023-10-21,20.0,22.0,4.939804881053743,2.0,9.0
2023-10-14,28,1,baseline,2023-10-21,20.0,20.0,4.562518633142855,0.0,9.0
2023-10-14,28,2,ensemble,2023-10-28,18.0,24.0,5.7004544989837855,6.0,11.0
2023-10-14,28,2,baseline,2023-10-28,18.0,20.0,5.5484085605638676,2.0,11.0
2023-10-14,28,3,ensemble,2023-11-04,30.0,25.0,7.176152757037626,5.0,1.0
2023-10-14,28,3,baseline,2023-11-04,30.0,20.0,7.4162254505153875,10.0,1.0
2023-10-14,29,1,ensemble,2023-10-21,17.0,16.41857846804197,3.0639773861157202,0.5814215319580285,7.0
2023-10-14,29,1,baseline,2023-10-21,17.0,12.0,7.040582421737263,5.0,7.0
2023-10-14,29,2,ensemble,2023-10-28,17.0,18.0,3.9225560354768776,1.0,7.0
2023-10-14,29,2,baseline,2023-10-28,17.0,12.0,8.80715956072604,5.0,7.0
2023-10-14,29,3,ensemble,2023-11-04,24.0,19.0,4.977838870131423,5.0,0.0
2023-10-14,29,3,baseline,2023-11-04,24.0,12.0,11.674297948696871,12.0,0.0
2023-10-14,30,1,ensemble,2023-10-21,1.0,4.427165,1.8189388370595367,3.4271649999999996,1.0
2023-10-14,30,1,baseline,2023-10-21,1.0,4.0,2.3601844423661644,3.0,1.0
2023-10-14,30,2,ensemble,2023-10-28,0.0,5.0,2.981965776576963,5.0,0.0
2023-10-14,30,2,baseline,2023-10-28,0.0,4.0,2.8562205528577005,4.0,0.0
2023-10-14,30,3,ensemble,2023-11-04,1.0,4.9,2.591293454737802,3.9000000000000004,1.0
2023-10-14,30,3,baseline,2023-11-04,1.0,4.0,2.772024704790525,3.0,1.0
2023-10-14,31,1,ensemble,2023-10-21,8.0,4.0,2.0811056989316628,4.0,3.0
2023-10-14,31,1,baseline,2023-10-21,8.0,1.0,3.3371063045413094,7.0,3.0
2023-10-14,31,2,ensemble,2023-10-28,7.0,3.898334886772269,2.279772358333478,3.101665113227731,2.0
2023-10-14,31,2,baseline,2023-10-28,7.0,1.0,3.097673235471483,6.0,2.0
2023-10-14,31,3,ensemble,2023-11-04,5.0,5.0038354269823895,1.993289336886878,0.003835426982389478,0.0
2023-10-14,31,3,baseline,2023-11-04,5.0,1.0,3.019319371345884,4.0,0.0
2023-10-14,32,1,ensemble,2023-10-21,7.0,7.86,1.6862841747637822,0.8600000000000003,2.0
2023-10-14,32,1,baseline,2023-10-21,7.0,7.0,4.312912748605751,0.0,2.0
2023-10-14,32,2,ensemble,2023-10-28,8.0,7.86,2.056781542183262,0.13999999999999968,3.0
2023-10-14,32,2,baseline,2023-10-28,8.0,7.0,5.366402164782518,1.0,3.0
2023-10-14,32,3,ensemble,2023-11-04,13.0,9.999999999999996,3.339754744087049,3.0000000000000036,8.0
2023-10-14,32,3,baseline,2023-11-04,13.0,7.0,6.600669974982358,6.0,8.0
2023-10-14,33,1,ensemble,2023-10-21,0.0,2.0,1.2296672286131307,2.0,2.0
2023-10-14,33,1,baseline,2023-10-21,0.0,1.0,1.254581069484608,1.0,2.0
2023-10-14,33,2,ensemble,2023-10-28,2.0,2.442874681560808,0.8830563280328849,0.442874681560808,0.0
2023-10-14,33,2,baseline,2023-10-28,2.0,1.0,1.617999133186984,1.0,0.0
2023-10-14,33,3,ensemble,2023-11-04,2.0,2.207341853925512,0.8680647772486315,0.20734185392551208,0.0
2023-10-14,33,3,baseline,2023-11-04,2.0,1.0,1.9412326917834413,1.0,0.0
2023-10-14,34,1,ensemble,2023-10-21,33.0,19.59380167859404,6.700179596538434,13.40619832140596,16.0
2023-10-14,34,1,baseline,2023-10-21,33.0,11.0,12.44830695176517,22.0,16.0
2023-10-14,34,2,ensemble,2023-10-28,44.0,22.85445,9.777267882094886,21.14555,27.0
2023-10-14,34,2,baseline,2023-10-28,44.0,11.0,17.271618765731134,33.0,27.0
2023-10-14,34,3,ensemble,2023-11-04,26.0,24.3,7.20383226863836,1.6999999999999993,9.0
2023-10-14,34,3,baseline,2023-11-04,26.0,11.0,12.431016626470617,15.0,9.0
2023-10-14,35,1,ensemble,2023-10-21,2.0,7.286324464875417,3.2543541694220663,5.286324464875417,4.0
2023-10-14,35,1,baseline,2023-10-21,2.0,6.0,4.367057174397834,4.0,4.0
2023-10-14,35,2,ensemble,2023-10-28,2.0,7.343297069708717,3.8843099553630287,5.343297069708717,4.0
2023-10-14,35,2,baseline,2023-10-28,2.0,6.0,5.165900177827864,4.0,4.0
2023-10-14,35,3,ensemble,2023-11-04,10.0,7.945,2.73244103808439,2.0549999999999997,4.0
2023-10-14,35,3,baseline,2023-11-04,10.0,6.0,5.926917366782365,4.0,4.0
2023-10-14,36,1,ensemble,2023-10-21,37.0,54.85241820981352,12.910540408815168,17.85241820981352,0.0
2023-10-14,36,1,baseline,2023-10-21,37.0,48.0,17.02467209706877,11.0,0.0
2023-10-14,36,2,ensemble,2023-10-28,48.0,63.92384024620056,14.395717573119718,15.923840246200562,11.0
2023-10-14,36,2,baseline,2023-10-28,48.0,48.0,20.565927419687274,0.0,11.0
2023-10-14,36,3,ensemble,2023-11-04,57.0,73.26438653719136,17.60240046430813,16.264386537191356,20.0
2023-10-14,36,3,baseline,2023-11-04,57.0,48.0,24.852296492986653,9.0,20.0
2023-10-14,37,1,ensemble,2023-10-21,17.0,17.835,3.9141899477054536,0.8350000000000009,20.0
2023-10-14,37,1,baseline,2023-10-21,17.0,14.0,6.634554831787443,3.0,20.0
2023-10-14,37,2,ensemble,2023-10-28,20.0,20.62,4.733984876360693,0.620000000000001,17.0
2023-10-14,37,2,baseline,2023-10-28,20.0,14.0,8.319791772548161,6.0,17.0
2023-10-14,37,3,ensemble,2023-11-04,40.0,22.0,9.763054506396633,18.0,3.0
2023-10-14,37,3,baseline,2023-11-04,40.0,14.0,13.95298455562816,26.0,3.0
2023-10-14,38,1,ensemble,2023-10-21,1.0,3.0,1.275671351630074,2.0,1.0
2023-10-14,38,1,baseline,2023-10-21,1.0,3.0,1.551402930420609,2.0,1.0
2023-10-14,38,2,ensemble,2023-10-28,1.0,3.75,1.6776456258695351,2.75,1.0
2023-10-14,38,2,baseline,2023-10-28,1.0,3.0,1.7437998799770609,2.0,1.0
2023-10-14,38,3,ensemble,2023-11-04,0.0,4.181378886656523,2.3877519618874494,4.181378886656523,0.0
2023-10-14,38,3,baseline,2023-11-04,0.0,3.0,2.125856487064872,3.0,0.0
2023-10-14,39,1,ensemble,2023-10-21,25.0,20.57965019881725,4.681855562099889,4.4203498011827485,7.0
2023-10-14,39,1,baseline,2023-10-21,25.0,15.0,8.767767562979978,10.0,7.0
2023-10-14,39,2,ensemble,2023-10-28,17.0,24.05175737819116,6.358857759988461,7.051757378191159,1.0
2023-10-14,39,2,baseline,2023-10-28,17.0,15.000000000000002,9.505993190301472,1.9999999999999982,1.0
2023-10-14,39,3,ensemble,2023-11-04,21.0,25.032983081133438,7.2506633067894395,4.0329830811334375,3.0
2023-10-14,39,3,baseline,2023-11-04,21.0,15.0,11.690665607395184,6.0,3.0
2023-10-14,40,1,ensemble,2023-10-21,22.0,28.0,4.563951958399442,6.0,7.0
2023-10-14,40,1,baseline,2023-10-21,22.0,26.0,8.31151069467216,4.0,7.0
2023-10-14,40,2,ensemble,2023-10-28,10.0,29.5,9.846576714536287,19.5,5.0
2023-10-14,40,2,baseline,2023-10-28,10.0,26.0,12.587132748784002,16.0,5.0
2023-10-14,40,3,ensemble,2023-11-04,18.0,30.43249443971187,7.994074993946887,12.43249443971187,3.0
2023-10-14,40,3,baseline,2023-11-04,18.0,26.0,12.715582797414932,8.0,3.0
2023-10-14,41,1,ensemble,2023-10-21,8.0,8.225838267888841,1.6071740427801888,0.22583826788884132,2.0
2023-10-14,41,1,baseline,2023-10-21,8.0,6.0,4.403661788813544,2.0,2.0
2023-10-14,41,2,ensemble,2023-10-28,14.0,10.0,3.110863676027685,4.0,8.0
2023-10-14,41,2,baseline,2023-10-28,14.0,6.0,7.063734496692791,8.0,8.0
2023-10-14,41,3,ensemble,2023-11-04,6.0,10.471,2.754167701586161,4.471,0.0
2023-10-14,41,3,baseline,2023-11-04,6.0,6.0,6.935791478110439,0.0,0.0
2023-10-14,42,1,ensemble,2023-10-21,43.0,64.5,12.49130125913254,21.5,2.0
2023-10-14,42,1,baseline,2023-10-21,43.0,60.0,15.294188561929094,17.0,2.0
2023-10-14,42,2,ensemble,2023-10-28,50.0,69.35203147118696,11.603968893145456,19.35203147118696,9.0
2023-10-14,42,2,baseline,2023-10-28,50.0,60.0,17.061946980578497,10.0,9.0
2023-10-14,42,3,ensemble,2023-11-04,39.0,72.112955142982,20.37617680792946,33.112955142982,2.0
2023-10-14,42,3,baseline,2023-11-04,39.0,60.0,21.64483937256763,21.0,2.0
2023-10-14,44,1,ensemble,2023-10-21,0.0,1.43,0.8253361578355825,1.43,1.0
2023-10-14,44,1,baseline,2023-10-21,0.0,0.0,0.5559517141258362,0.0,1.0
2023-10-14,44,2,ensemble,2023-10-28,1.0,2.0,0.7785093469566996,1.0,0.0
2023-10-14,44,2,baseline,2023-10-28,1.0,0.0,0.8566431155615911,1.0,0.0
2023-10-14,44,3,ensemble,2023-11-04,0.0,1.43,0.8733227548928371,1.43,1.0
2023-10-14,44,3,baseline,2023-11-04,0.0,0.0,0.9074142451859296,0.0,1.0
2023-10-14,45,1,ensemble,2023-10-21,32.0,29.5,4.312124233195961,2.5,10.0
2023-10-14,45,1,baseline,2023-10-21,32.0,29.0,4.64848997553019,3.0,10.0
2023-10-14,45,2,ensemble,2023-10-28,21.0,29.298232385999057,5.885155669331017,8.298232385999057,1.0
2023-10-14,45,2,baseline,2023-10-28,21.0,29.0,6.443514144228397,8.0,1.0
2023-10-14,45,3,ensemble,2023-11-04,45.0,30.44829236684764,8.434619700367849,14.551707633152361,23.0
2023-10-14,45,3,baseline,2023-11-04,45.0,29.0,9.427608459715033,16.0,23.0
2023-10-14,46,1,ensemble,2023-10-21,2.0,2.471,0.889726559311496,0.4710000000000001,2.0
2023-10-14,46,1,baseline,2023-10-21,2.0,2.0,1.4207801704973573,0.0,2.0
2023-10-14,46,2,ensemble,2023-10-28,3.0,2.939795775413515,0.9376466523290741,0.06020422458648511,3.0
2023-10-14,46,2,baseline,2023-10-28,3.0,2.0,1.7551060744737885,1.0,3.0
2023-10-14,46,3,ensemble,2023-11-04,1.0,2.098,1.1599050691853428,1.0979999999999999,1.0
2023-10-14,46,3,baseline,2023-11-04,1.0,2.0,2.020243473043427,1.0,1.0
2023-10-14,47,1,ensemble,2023-10-21,43.0,46.740174478258695,5.863668063379345,3.7401744782586945,14.0
2023-10-14,47,1,baseline,2023-10-21,43.0,45.0,8.24531271884457,2.0,14.0
2023-10-14,47,2,ensemble,2023-10-28,44.0,49.00832436871367,6.159227214278168,5.008324368713673,15.0
2023-10-14,47,2,baseline,2023-10-28,44.0,45.0,10.110052510090318,1.0,15.0
2023-10-14,47,3,ensemble,2023-11-04,44.0,50.18567915678024,8.654513438663496,6.185679156780239,15.0
2023-10-14,47,3,baseline,2023-11-04,44.0,45.0,12.032386021577608,1.0,15.0
2023-10-14,48,1,ensemble,2023-10-21,242.0,145.228,54.221177241181216,96.77199999999999,130.0
2023-10-14,48,1,baseline,2023-10-21,242.0,134.0,59.693158754152776,108.0,130.0
2023-10-14,48,2,ensemble,2023-10-28,246.0,157.0,45.80263177131593,89.0,134.0
2023-10-14,48,2,baseline,2023-10-28,246.0,134.0,61.93709971097536,112.0,134.0
2023-10-14,48,3,ensemble,2023-11-04,305.0,157.78,68.82004819203257,147.22,193.0
2023-10-14,48,3,baseline,2023-11-04,305.0,134.0,87.60290801905848,171.0,193.0
2023-10-14,49,1,ensemble,2023-10-21,9.0,4.746805,2.3701385945829454,4.253195,5.0
2023-10-14,49,1,baseline,2023-10-21,9.0,4.0,2.6313193224323546,5.0,5.0
2023-10-14,49,2,ensemble,2023-10-28,5.0,5.197105,1.4219381142353453,0.19710499999999964,1.0
2023-10-14,49,2,baseline,2023-10-28,5.0,4.0,1.9768000294350774,1.0,1.0
2023-10-14,49,3,ensemble,2023-11-04,9.0,5.629075,2.343279303516158,3.3709249999999997,5.0
2023-10-14,49,3,baseline,2023-11-04,9.0,4.0,2.8848224646594285,5.0,5.0
2023-10-14,50,1,ensemble,2023-10-21,2.0,1.2,0.5972514222605672,0.8,2.0
2023-10-14,50,1,baseline,2023-10-21,2.0,1.0,0.8388798301678672,1.0,2.0
2023-10-14,50,2,ensemble,2023-10-28,0.0,1.5,0.9890149535529611,1.5,0.0
2023-10-14,50,2,baseline,2023-10-28,0.0,1.0,1.1191903139248784,1.0,0.0
2023-10-14,50,3,ensemble,2023-11-04,0.0,1.69,1.0683395237360096,1.69,0.0
2023-10-14,50,3,baseline,2023-11-04,0.0,1.0,1.2083071940284626,1.0,0.0
2023-10-14,51,1,ensemble,2023-10-21,72.0,62.0,7.006967683416437,10.0,22.0
2023-10-14,51,1,baseline,2023-10-21,72.0,59.0,9.769184555715123,13.0,22.0
2023-10-14,51,2,ensemble,2023-10-28,61.0,64.0,6.978526242740312,3.0,11.0
2023-10-14,51,2,baseline,2023-10-28,61.0,59.0,9.816431310421795,2.0,11.0
2023-10-14,51,3,ensemble,2023-11-04,51.0,66.36,11.395874627562629,15.36,1.0
2023-10-14,51,3,baseline,2023-11-04,51.0,59.0,12.104762209796009,8.0,1.0
2023-10-14,53,1,ensemble,2023-10-21,11.0,47.0,23.093201535992748,36.0,7.0
2023-10-14,53,1,baseline,2023-10-21,11.0,45.0,20.583871563106936,34.0,7.0
2023-10-14,53,2,ensemble,2023-10-28,8.0,52.0,26.425453918390698,44.0,4.0
